cell,cluster
cell_273,EMT
cell_274,EMT
cell_275,EMT
cell_276,EMT
cell_277,EMT
cell_278,CAF
cell_279,EMT
cell_280,EMT
cell_281,EMT
cell_282,EMT
cell_283,CAF
cell_284,EMT
cell_285,EMT
cell_286,EMT
cell_287,EMT
cell_288,EMT
cell_289,CAF
cell_290,EMT
cell_291,EMT
cell_292,EMT
cell_293,EMT
cell_294,EMT
cell_295,EMT
cell_296,EMT
cell_297,EMT
cell_298,CAF
cell_299,EMT
cell_300,CAF
cell_301,EMT
cell_302,EMT
cell_303,EMT
cell_304,EMT
cell_305,EMT
cell_306,EMT
cell_307,EMT
cell_308,EMT
cell_309,EMT
cell_310,EMT
cell_311,EMT
cell_312,EMT
cell_313,EMT
cell_314,EMT
cell_315,CAF
cell_316,EMT
cell_317,EMT
cell_318,EMT
cell_319,EMT
cell_320,EMT
cell_321,EMT
cell_322,EMT
cell_323,CAF
cell_324,EMT
cell_325,EMT
cell_326,EMT
cell_327,EMT
cell_328,EMT
cell_329,EMT
cell_330,EMT
cell_331,EMT
cell_332,EMT
cell_333,EMT
cell_334,CAF
cell_335,EMT
cell_336,EMT
cell_337,EMT
cell_338,EMT
cell_339,CAF
cell_340,EMT
cell_341,CAF
cell_342,EMT
cell_343,EMT
cell_344,EMT
cell_345,EMT
cell_346,EMT
cell_347,EMT
cell_348,EMT
cell_349,EMT
cell_350,EMT
cell_351,EMT
cell_352,EMT
cell_353,EMT
cell_354,EMT
cell_355,Endo
cell_356,EMT
cell_357,ETC
cell_358,EMT
cell_359,EMT
cell_360,EMT
cell_361,CAF
cell_362,EMT
cell_363,CAF
cell_364,DC
cell_365,EMT
cell_366,EMT
cell_367,EMT
cell_368,EMT
cell_369,EMT
cell_370,CAF
cell_371,EMT
cell_372,EMT
cell_373,Endo
cell_374,EMT
cell_375,EMT
cell_376,EMT
cell_377,EMT
cell_378,Endo
cell_379,EMT
cell_380,EMT
cell_381,EMT
cell_382,EMT
cell_383,EMT
cell_384,EMT
cell_385,EMT
cell_386,EMT
cell_387,EMT
cell_388,EMT
cell_389,EMT
cell_390,EMT
cell_391,EMT
cell_392,EMT
cell_393,EMT
cell_394,EMT
cell_395,EMT
cell_396,EMT
cell_397,EMT
cell_398,EMT
cell_399,EMT
cell_400,EMT
cell_401,EMT
cell_402,EMT
cell_403,EMT
cell_404,EMT
cell_405,EMT
cell_406,CAF
cell_407,EMT
cell_408,EMT
cell_409,EMT
cell_410,EMT
cell_411,EMT
cell_412,EMT
cell_413,EMT
cell_414,EMT
cell_415,EMT
cell_416,EMT
cell_417,EMT
cell_418,EMT
cell_419,EMT
cell_420,EMT
cell_421,EMT
cell_422,EMT
cell_423,CAF
cell_424,EMT
cell_425,EMT
cell_426,EMT
cell_427,EMT
cell_428,EMT
cell_429,CAF
cell_430,EMT
cell_431,EMT
cell_432,EMT
cell_433,EMT
cell_434,EMT
cell_435,EMT
cell_436,CAF
cell_437,EMT
cell_438,EMT
cell_439,CAF
cell_440,EMT
cell_441,EMT
cell_442,EMT
cell_443,EMT
cell_444,EMT
cell_445,EMT
cell_446,EMT
cell_447,EMT
cell_448,EMT
cell_449,EMT
cell_450,EMT
cell_451,EMT
cell_452,EMT
cell_453,EMT
cell_454,EMT
cell_455,EMT
cell_456,EMT
cell_457,EMT
cell_458,EMT
cell_459,EMT
cell_460,EMT
cell_461,EMT
cell_462,EMT
cell_463,EMT
cell_464,EMT
cell_465,EMT
cell_466,EMT
cell_467,CAF
cell_468,Endo
cell_469,EMT
cell_470,EMT
cell_471,EMT
cell_472,EMT
cell_473,EMT
cell_474,EMT
cell_475,CAF
cell_476,EMT
cell_477,Endo
cell_478,Endo
cell_479,EMT
cell_480,EMT
cell_481,EMT
cell_482,TAM
cell_483,Endo
cell_484,EMT
cell_485,EMT
cell_486,EMT
cell_487,EMT
cell_488,EMT
cell_489,EMT
cell_490,Endo
cell_491,EMT
cell_492,EMT
cell_493,EMT
cell_494,EMT
cell_495,EMT
cell_496,EMT
cell_497,EMT
cell_498,EMT
cell_499,EMT
cell_500,EMT
cell_501,TAM
cell_502,EMT
cell_503,EMT
cell_504,EMT
cell_505,EMT
cell_506,EMT
cell_507,TAM
cell_508,EMT
cell_509,CAF
cell_510,EMT
cell_511,Endo
cell_512,CAF
cell_513,EMT
cell_514,EMT
cell_515,Endo
cell_516,Endo
cell_517,EMT
cell_518,CAF
cell_519,EMT
cell_520,EMT
cell_521,EMT
cell_522,EMT
cell_523,EMT
cell_524,EMT
cell_525,EMT
cell_526,EMT
cell_527,EMT
cell_528,CAF
cell_529,EMT
cell_530,EMT
cell_531,Endo
cell_532,CAF
cell_533,EMT
cell_534,EMT
cell_535,EMT
cell_536,EMT
cell_537,EMT
cell_538,Endo
cell_539,CAF
cell_540,EMT
cell_541,EMT
cell_542,EMT
cell_543,EMT
cell_544,EMT
cell_545,EMT
cell_546,EMT
cell_547,EMT
cell_548,EMT
cell_549,EMT
cell_550,EMT
cell_551,EMT
cell_552,EMT
cell_553,EMT
cell_554,EMT
cell_555,EMT
cell_556,EMT
cell_557,EMT
cell_558,EMT
cell_559,EMT
cell_560,EMT
cell_561,EMT
cell_562,EMT
cell_563,CAF
cell_564,EMT
cell_565,EMT
cell_566,EMT
cell_567,EMT
cell_568,TAM
cell_569,EMT
cell_570,EMT
cell_571,EMT
cell_572,EMT
cell_573,EMT
cell_574,EMT
cell_575,EMT
cell_576,EMT
cell_577,EMT
cell_578,EMT
cell_579,EMT
cell_580,EMT
cell_581,EMT
cell_582,EMT
cell_583,EMT
cell_584,EMT
cell_585,EMT
cell_586,EMT
cell_587,EMT
cell_588,TAM
cell_589,EMT
cell_590,EMT
cell_591,EMT
cell_592,EMT
cell_593,EMT
cell_594,EMT
cell_595,Endo
cell_596,EMT
cell_597,EMT
cell_598,EMT
cell_599,EMT
cell_600,Endo
cell_601,TAM
cell_602,EMT
cell_603,EMT
cell_604,EMT
cell_605,EMT
cell_606,EMT
cell_607,CAF
cell_608,EMT
cell_609,EMT
cell_610,EMT
cell_611,EMT
cell_612,CAF
cell_613,CAF
cell_614,EMT
cell_615,EMT
cell_616,EMT
cell_617,EMT
cell_618,EMT
cell_619,EMT
cell_620,EMT
cell_621,EMT
cell_622,EMT
cell_623,EMT
cell_624,EMT
cell_625,CAF
cell_626,EMT
cell_627,EMT
cell_628,EMT
cell_629,CAF
cell_630,EMT
cell_631,EMT
cell_632,EMT
cell_633,EMT
cell_634,Endo
cell_635,EMT
cell_636,CAF
cell_637,Endo
cell_638,EMT
cell_639,EMT
cell_640,EMT
cell_641,EMT
cell_642,EMT
cell_643,EMT
cell_644,EMT
cell_645,CAF
cell_646,EMT
cell_647,EMT
cell_648,EMT
cell_649,EMT
cell_650,EMT
cell_651,EMT
cell_652,EMT
cell_653,EMT
cell_654,EMT
cell_655,EMT
cell_656,EMT
cell_657,EMT
cell_658,EMT
cell_659,EMT
cell_660,EMT
cell_661,EMT
cell_662,EMT
cell_663,CAF
cell_664,EMT
cell_665,EMT
cell_666,ETC
cell_667,EMT
cell_668,EMT
cell_669,EMT
cell_670,ETC
cell_671,EMT
cell_672,EMT
cell_673,EMT
cell_674,CAF
cell_675,EMT
cell_676,EMT
cell_677,EMT
cell_678,EMT
cell_679,EMT
cell_680,EMT
cell_681,EMT
cell_682,EMT
cell_683,EMT
cell_684,EMT
cell_685,EMT
cell_686,EMT
cell_687,EMT
cell_688,EMT
cell_689,EMT
cell_690,EMT
cell_691,EMT
cell_692,EMT
cell_693,TAM
cell_694,EMT
cell_695,CAF
cell_696,EMT
cell_697,EMT
cell_698,EMT
cell_699,EMT
cell_700,CAF
cell_701,EMT
cell_702,EMT
cell_703,EMT
cell_704,EMT
cell_705,EMT
cell_706,TAM
cell_707,EMT
cell_708,CAF
cell_709,EMT
cell_710,EMT
cell_711,EMT
cell_712,EMT
cell_713,EMT
cell_714,CAF
cell_715,EMT
cell_716,EMT
cell_717,CAF
cell_718,EMT
cell_719,EMT
cell_720,EMT
cell_721,CAF
cell_722,EMT
cell_723,CAF
cell_724,CAF
cell_725,ETC
cell_726,EMT
cell_727,EMT
cell_728,EMT
cell_729,EMT
cell_730,EMT
cell_731,EMT
cell_732,CAF
cell_733,EMT
cell_734,CAF
cell_735,EMT
cell_736,EMT
cell_737,EMT
cell_738,EMT
cell_739,CAF
cell_740,EMT
cell_741,Endo
cell_742,EMT
cell_743,EMT
cell_744,EMT
cell_745,TAM
cell_746,EMT
cell_747,CAF
cell_748,EMT
cell_749,EMT
cell_750,EMT
cell_751,EMT
cell_752,EMT
cell_753,EMT
cell_754,EMT
cell_755,EMT
cell_756,EMT
cell_757,ETC
cell_758,EMT
cell_759,EMT
cell_760,EMT
cell_761,CAF
cell_762,EMT
cell_763,EMT
cell_764,EMT
cell_765,EMT
cell_766,EMT
cell_767,EMT
cell_768,EMT
cell_769,EMT
cell_770,Endo
cell_771,EMT
cell_772,EMT
cell_773,EMT
cell_774,EMT
cell_775,EMT
cell_776,EMT
cell_777,EMT
cell_778,EMT
cell_779,EMT
cell_780,EMT
cell_781,EMT
cell_782,EMT
cell_783,EMT
cell_784,EMT
cell_785,EMT
cell_786,EMT
cell_787,EMT
cell_788,ETC
cell_789,EMT
cell_790,EMT
cell_791,EMT
cell_792,ETC
cell_793,EMT
cell_794,CAF
cell_795,EMT
cell_796,EMT
cell_797,EMT
cell_798,CAF
cell_799,EMT
cell_800,EMT
cell_801,EMT
cell_802,CAF
cell_803,EMT
cell_804,EMT
cell_805,CAF
cell_806,EMT
cell_807,EMT
cell_808,EMT
cell_809,EMT
cell_810,EMT
cell_811,Endo
cell_812,EMT
cell_813,CAF
cell_814,EMT
cell_815,EMT
cell_816,Endo
cell_817,CAF
cell_818,CAF
cell_819,EMT
cell_820,EMT
cell_821,EMT
cell_822,EMT
cell_823,EMT
cell_824,EMT
cell_825,EMT
cell_826,CAF
cell_827,EMT
cell_828,EMT
cell_829,CAF
cell_830,CAF
