_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-6.744846182209229,GO:0044409,M1,1,0,GO Biological Processes,19,entry into host,19_GO:0051704 multi-organism process,-6.744846182209229,38.05871212121212,13.4746600181625,28133,154,24,5,20.833333333333332,8.289816934939807,3576|4360|5818|5819|81607,CXCL8|MRC1|NECTIN1|NECTIN2|NECTIN4,-3.5770930782108334,0,1,0,0,-10.84686376592509,669.8333333333334,
1,-6.744846182209229,GO:0051806,M1,1,0,GO Biological Processes,19,entry into cell of other organism involved in symbiotic interaction,19_GO:0051704 multi-organism process,-6.744846182209229,38.05871212121212,13.4746600181625,28133,154,24,5,20.833333333333332,8.289816934939807,3576|4360|5818|5819|81607,CXCL8|MRC1|NECTIN1|NECTIN2|NECTIN4,-3.5770930782108334,0,1,0,0,-10.84686376592509,669.8333333333334,
1,-6.730850794784781,GO:0051828,M1,1,0,GO Biological Processes,19,entry into other organism involved in symbiotic interaction,19_GO:0051704 multi-organism process,-6.730850794784781,37.81317204301075,13.429009594261458,28133,155,24,5,20.833333333333332,8.289816934939807,3576|4360|5818|5819|81607,CXCL8|MRC1|NECTIN1|NECTIN2|NECTIN4,-3.5770930782108334,0,1,0,0,-10.84686376592509,669.8333333333334,
1,-5.939411166882313,GO:0051701,M1,1,0,GO Biological Processes,19,interaction with host,19_GO:0051704 multi-organism process,-5.939411166882313,26.165364583333332,11.04939057727823,28133,224,24,5,20.833333333333332,8.289816934939807,3576|4360|5818|5819|81607,CXCL8|MRC1|NECTIN1|NECTIN2|NECTIN4,-2.9239561484746464,0,1,0,0,-10.84686376592509,669.8333333333334,
1,-5.502861949310833,GO:0098742,M1,1,0,GO Biological Processes,19,cell-cell adhesion via plasma-membrane adhesion molecules,19_GO:0022610 biological adhesion,-5.502861949310833,21.312878787878784,9.89113397355949,28133,275,24,5,20.833333333333332,8.289816934939807,5818|5819|22859|25945|81607,NECTIN1|NECTIN2|ADGRL1|NECTIN3|NECTIN4,-2.559957598051778,0,1,0,0,-10.84686376592509,669.8333333333334,
1,-5.226026586817647,GO:0046718,M1,1,0,GO Biological Processes,19,viral entry into host cell,19_GO:0051704 multi-organism process,-5.226026586817647,33.25413711583925,11.219183384992998,28133,141,24,4,16.666666666666668,7.607257743127308,4360|5818|5819|81607,MRC1|NECTIN1|NECTIN2|NECTIN4,-2.3063109707004372,0,1,0,0,-10.84686376592509,669.8333333333334,
1,-5.202427405189631,GO:0034330,M1,1,0,GO Biological Processes,19,cell junction organization,19_GO:0071840 cellular component organization or biogenesis,-5.202427405189631,18.48909043112513,9.150245433031975,28133,317,24,5,20.833333333333332,8.289816934939807,4301|5818|5819|25945|81607,AFDN|NECTIN1|NECTIN2|NECTIN3|NECTIN4,-2.3063109707004372,0,1,0,0,-10.84686376592509,669.8333333333334,
1,-5.085631956842912,hsa04514,M1,1,0,KEGG Pathway,24,Cell adhesion molecules,,-5.085631956842912,30.64596949891068,10.744117401744486,28133,153,24,4,16.666666666666668,7.607257743127308,5818|5819|25945|64115,NECTIN1|NECTIN2|NECTIN3|VSIR,-2.2048755123327015,0,1,0,0,-10.84686376592509,669.8333333333334,
1,-5.000189825069978,GO:0019058,M1,1,0,GO Biological Processes,19,viral life cycle,19_GO:0051704 multi-organism process,-5.000189825069978,16.793815663801336,8.675322345581982,28133,349,24,5,20.833333333333332,8.289816934939807,3576|4360|5818|5819|81607,CXCL8|MRC1|NECTIN1|NECTIN2|NECTIN4,-2.133673819674378,0,1,0,0,-10.84686376592509,669.8333333333334,
1,-4.915171670748311,GO:0007156,M1,1,0,GO Biological Processes,19,homophilic cell adhesion via plasma membrane adhesion molecules,19_GO:0022610 biological adhesion,-4.915171670748311,27.74457593688363,10.189729357156924,28133,169,24,4,16.666666666666668,7.607257743127308,5818|5819|25945|81607,NECTIN1|NECTIN2|NECTIN3|NECTIN4,-2.062443949838344,0,1,0,0,-10.84686376592509,669.8333333333334,
1,-3.6096775129291903,ko04514,M1,1,0,KEGG Pathway,24,Cell adhesion molecules (CAMs),,-3.6096775129291903,24.421006944444443,8.23334559474221,28133,144,24,3,12.5,6.750771560841522,5818|5819|25945,NECTIN1|NECTIN2|NECTIN3,-0.9678031573341166,0,1,0,0,-10.84686376592509,669.8333333333334,
1,-7.194848998749021,GO:0019932,M1,1,0,GO Biological Processes,19,second-messenger-mediated signaling,19_GO:0023052 signaling,-7.194848998749021,18.480762012012015,10.84879335932674,28133,444,24,7,29.166666666666668,9.278048066588465,575|976|3576|9289|22859|51554|57007,ADGRB1|ADGRE5|CXCL8|ADGRG1|ADGRL1|ACKR4|ACKR3,-3.7710832929964035,0,2,1,1,-7.194848998749021,32.78904428904429,
1,-5.201790672031354,GO:0007189,M1,1,0,GO Biological Processes,19,adenylate cyclase-activating G protein-coupled receptor signaling pathway,19_GO:0023052 signaling,-5.201790672031354,32.78904428904429,11.135949899413525,28133,143,24,4,16.666666666666668,7.607257743127308,575|976|9289|22859,ADGRB1|ADGRE5|ADGRG1|ADGRL1,-2.3063109707004372,0,2,0,0,-7.194848998749021,32.78904428904429,
1,-4.6709282066687,GO:0019933,M1,1,0,GO Biological Processes,19,cAMP-mediated signaling,19_GO:0023052 signaling,-4.6709282066687,24.045299145299147,9.435941215027604,28133,195,24,4,16.666666666666668,7.607257743127308,575|976|9289|22859,ADGRB1|ADGRE5|ADGRG1|ADGRL1,-1.8571185517891027,0,2,0,0,-7.194848998749021,32.78904428904429,
1,-4.450690134710632,GO:0019935,M1,1,0,GO Biological Processes,19,cyclic-nucleotide-mediated signaling,19_GO:0023052 signaling,-4.450690134710632,21.120870870870874,8.794654651142004,28133,222,24,4,16.666666666666668,7.607257743127308,575|976|9289|22859,ADGRB1|ADGRE5|ADGRG1|ADGRL1,-1.672596032097569,0,2,0,0,-7.194848998749021,32.78904428904429,
1,-4.3907573155743895,GO:0007188,M1,1,0,GO Biological Processes,19,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,19_GO:0023052 signaling,-4.3907573155743895,20.386231884057974,8.626112127655846,28133,230,24,4,16.666666666666668,7.607257743127308,575|976|9289|22859,ADGRB1|ADGRE5|ADGRG1|ADGRL1,-1.623944223371016,0,2,0,0,-7.194848998749021,32.78904428904429,
1,-4.183877918652403,GO:0007187,M1,1,0,GO Biological Processes,19,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger",19_GO:0023052 signaling,-4.183877918652403,18.033974358974362,8.062951235939595,28133,260,24,4,16.666666666666668,7.607257743127308,575|976|9289|22859,ADGRB1|ADGRE5|ADGRG1|ADGRL1,-1.4387840761422657,0,2,0,0,-7.194848998749021,32.78904428904429,
1,-3.1134209692300208,GO:0050807,M1,1,0,GO Biological Processes,19,regulation of synapse organization,19_GO:0071840 cellular component organization or biogenesis,-3.1134209692300208,16.509976525821596,6.639363746822577,28133,213,24,3,12.5,6.750771560841522,575|5818|22859,ADGRB1|NECTIN1|ADGRL1,-0.540873105010915,0,2,0,0,-7.194848998749021,32.78904428904429,
1,-3.0557959563412367,GO:0050803,M1,1,0,GO Biological Processes,19,regulation of synapse structure or activity,19_GO:0065007 biological regulation,-3.0557959563412367,15.769618834080717,6.470309098147716,28133,223,24,3,12.5,6.750771560841522,575|5818|22859,ADGRB1|NECTIN1|ADGRL1,-0.4972588065649455,0,2,0,0,-7.194848998749021,32.78904428904429,
1,-2.3020769395237144,GO:0050808,M1,1,0,GO Biological Processes,19,synapse organization,19_GO:0071840 cellular component organization or biogenesis,-2.3020769395237144,8.556265206812652,4.509195355760558,28133,411,24,3,12.5,6.750771560841522,575|5818|22859,ADGRB1|NECTIN1|ADGRL1,0.0,0,2,0,0,-7.194848998749021,32.78904428904429,
1,-6.97875617157159,GO:0030155,M1,1,0,GO Biological Processes,19,regulation of cell adhesion,19_GO:0022610 biological adhesion,-6.97875617157159,12.77611262488647,9.446389566235608,28133,734,24,8,33.333333333333336,9.622504486493764,506|3491|3576|4241|4301|4321|9289|64115,ATP5F1B|CCN1|CXCL8|MELTF|AFDN|MMP12|ADGRG1|VSIR,-3.6622711574999416,0,3,1,1,-6.97875617157159,16.131307339449542,
1,-3.971944959944834,GO:0007162,M1,1,0,GO Biological Processes,19,negative regulation of cell adhesion,19_GO:0022610 biological adhesion,-3.971944959944834,15.894350282485878,7.514442809436859,28133,295,24,4,16.666666666666668,7.607257743127308,506|4241|4321|64115,ATP5F1B|MELTF|MMP12|VSIR,-1.2672797744903048,0,3,0,0,-6.97875617157159,16.131307339449542,
1,-3.0842625322151833,GO:0010810,M1,1,0,GO Biological Processes,19,regulation of cell-substrate adhesion,19_GO:0022610 biological adhesion,-3.0842625322151833,16.131307339449542,6.553436727130253,28133,218,24,3,12.5,6.750771560841522,3491|4241|4321,CCN1|MELTF|MMP12,-0.5187765224835643,0,3,0,0,-6.97875617157159,16.131307339449542,
1,-2.4627911586317244,GO:0031589,M1,1,0,GO Biological Processes,19,cell-substrate adhesion,19_GO:0022610 biological adhesion,-2.4627911586317244,9.768402777777778,4.892643494213429,28133,360,24,3,12.5,6.750771560841522,3491|4241|4321,CCN1|MELTF|MMP12,0.0,0,3,0,0,-6.97875617157159,16.131307339449542,
1,-2.350064877993149,GO:0030198,M1,1,0,GO Biological Processes,19,extracellular matrix organization,19_GO:0071840 cellular component organization or biogenesis,-2.350064877993149,8.902848101265823,4.621977616437176,28133,395,24,3,12.5,6.750771560841522,3491|4241|4321,CCN1|MELTF|MMP12,0.0,0,3,0,0,-6.97875617157159,16.131307339449542,
1,-2.1746702888213214,GO:0043062,M1,1,0,GO Biological Processes,19,extracellular structure organization,19_GO:0071840 cellular component organization or biogenesis,-2.1746702888213214,7.695021881838074,4.2163986666905195,28133,457,24,3,12.5,6.750771560841522,3491|4241|4321,CCN1|MELTF|MMP12,0.0,0,3,0,0,-6.97875617157159,16.131307339449542,
1,-6.36928743754837,GO:0001525,M1,1,0,GO Biological Processes,19,angiogenesis,19_GO:0032502 developmental process,-6.36928743754837,13.954861111111112,9.276481086299546,28133,588,24,7,29.166666666666668,9.278048066588465,506|575|3491|3576|4856|9289|57007,ATP5F1B|ADGRB1|CCN1|CXCL8|CCN3|ADGRG1|ACKR3,-3.241858659696771,0,4,1,1,-6.36928743754837,59.603813559322035,
1,-6.104416216156773,GO:0006935,M1,1,0,GO Biological Processes,19,chemotaxis,19_GO:0040011 locomotion,-6.104416216156773,12.741394927536232,8.807778543541547,28133,644,24,7,29.166666666666668,9.278048066588465,3491|3576|4856|5818|51554|55848|57007,CCN1|CXCL8|CCN3|NECTIN1|ACKR4|PLGRKT|ACKR3,-3.03856408412445,0,4,0,0,-6.36928743754837,59.603813559322035,
1,-6.095411787690342,GO:0042330,M1,1,0,GO Biological Processes,19,taxis,19_GO:0040011 locomotion,-6.095411787690342,12.701947884416926,8.792127447969424,28133,646,24,7,29.166666666666668,9.278048066588465,3491|3576|4856|5818|51554|55848|57007,CCN1|CXCL8|CCN3|NECTIN1|ACKR4|PLGRKT|ACKR3,-3.03856408412445,0,4,0,0,-6.36928743754837,59.603813559322035,
1,-5.959497848274936,GO:0048514,M1,1,0,GO Biological Processes,19,blood vessel morphogenesis,19_GO:0032502 developmental process,-5.959497848274936,12.120322501230921,8.558079394193705,28133,677,24,7,29.166666666666668,9.278048066588465,506|575|3491|3576|4856|9289|57007,ATP5F1B|ADGRB1|CCN1|CXCL8|CCN3|ADGRG1|ACKR3,-2.9239561484746464,0,4,0,0,-6.36928743754837,59.603813559322035,
1,-5.648614941266738,GO:0001568,M1,1,0,GO Biological Processes,19,blood vessel development,19_GO:0032502 developmental process,-5.648614941266738,10.882570733863838,8.037667583827446,28133,754,24,7,29.166666666666668,9.278048066588465,506|575|3491|3576|4856|9289|57007,ATP5F1B|ADGRB1|CCN1|CXCL8|CCN3|ADGRG1|ACKR3,-2.652465078054458,0,4,0,0,-6.36928743754837,59.603813559322035,
1,-5.529242709353703,GO:0001944,M1,1,0,GO Biological Processes,19,vasculature development,19_GO:0032502 developmental process,-5.529242709353703,10.439514418999153,7.843128119286768,28133,786,24,7,29.166666666666668,9.278048066588465,506|575|3491|3576|4856|9289|57007,ATP5F1B|ADGRB1|CCN1|CXCL8|CCN3|ADGRG1|ACKR3,-2.5693050187958675,0,4,0,0,-6.36928743754837,59.603813559322035,
1,-5.529242709353703,GO:0072358,M1,1,0,GO Biological Processes,19,cardiovascular system development,19_GO:0032502 developmental process,-5.529242709353703,10.439514418999153,7.843128119286768,28133,786,24,7,29.166666666666668,9.278048066588465,506|575|3491|3576|4856|9289|57007,ATP5F1B|ADGRB1|CCN1|CXCL8|CCN3|ADGRG1|ACKR3,-2.5693050187958675,0,4,0,0,-6.36928743754837,59.603813559322035,
1,-4.764853928968662,R-HSA-380108,M1,1,0,Reactome Gene Sets,6,Chemokine receptors bind chemokines,,-4.764853928968662,59.603813559322035,13.166882607758142,28133,59,24,3,12.5,6.750771560841522,3576|51554|57007,CXCL8|ACKR4|ACKR3,-1.9384551467810438,0,4,0,0,-6.36928743754837,59.603813559322035,
1,-4.5288444400364885,GO:0019722,M1,1,0,GO Biological Processes,19,calcium-mediated signaling,19_GO:0023052 signaling,-4.5288444400364885,22.117138364779876,9.018218202119103,28133,212,24,4,16.666666666666668,7.607257743127308,3576|22859|51554|57007,CXCL8|ADGRL1|ACKR4|ACKR3,-1.7272692415739028,0,4,0,0,-6.36928743754837,59.603813559322035,
1,-4.493224356346466,GO:0008285,M1,1,0,GO Biological Processes,19,negative regulation of cell proliferation,19_GO:0008283 cell proliferation,-4.493224356346466,9.340305444887118,6.778692751062006,28133,753,24,6,25.0,8.838834764831844,575|3576|4856|9289|57007|64115,ADGRB1|CXCL8|CCN3|ADGRG1|ACKR3|VSIR,-1.7035483811835879,0,4,0,0,-6.36928743754837,59.603813559322035,
1,-4.243557531855063,GO:0070098,M1,1,0,GO Biological Processes,19,chemokine-mediated signaling pathway,19_GO:0023052 signaling,-4.243557531855063,39.96164772727273,10.696314324345446,28133,88,24,3,12.5,6.750771560841522,3576|51554|57007,CXCL8|ACKR4|ACKR3,-1.4877398239531527,0,4,0,0,-6.36928743754837,59.603813559322035,
1,-4.117478594938773,GO:1990868,M1,1,0,GO Biological Processes,19,response to chemokine,19_GO:0050896 response to stimulus,-4.117478594938773,36.253865979381445,10.162903881065485,28133,97,24,3,12.5,6.750771560841522,3576|51554|57007,CXCL8|ACKR4|ACKR3,-1.3930693512884869,0,4,0,0,-6.36928743754837,59.603813559322035,
1,-4.117478594938773,GO:1990869,M1,1,0,GO Biological Processes,19,cellular response to chemokine,19_GO:0050896 response to stimulus,-4.117478594938773,36.253865979381445,10.162903881065485,28133,97,24,3,12.5,6.750771560841522,3576|51554|57007,CXCL8|ACKR4|ACKR3,-1.3930693512884869,0,4,0,0,-6.36928743754837,59.603813559322035,
1,-4.038884753899227,GO:0030335,M1,1,0,GO Biological Processes,19,positive regulation of cell migration,19_GO:0040011 locomotion,-4.038884753899227,10.560435435435434,6.647005043725693,28133,555,24,5,20.833333333333332,8.289816934939807,506|3491|3576|57007|64115,ATP5F1B|CCN1|CXCL8|ACKR3|VSIR,-1.3244597311555415,0,4,0,0,-6.36928743754837,59.603813559322035,
1,-3.952544523095795,GO:2000147,M1,1,0,GO Biological Processes,19,positive regulation of cell motility,19_GO:0040011 locomotion,-3.952544523095795,10.122697179044328,6.481170421665586,28133,579,24,5,20.833333333333332,8.289816934939807,506|3491|3576|57007|64115,ATP5F1B|CCN1|CXCL8|ACKR3|VSIR,-1.2574246555474964,0,4,0,0,-6.36928743754837,59.603813559322035,
1,-3.90530132638584,GO:0060326,M1,1,0,GO Biological Processes,19,cell chemotaxis,19_GO:0040011 locomotion,-3.90530132638584,15.273072747014117,7.347583058533845,28133,307,24,4,16.666666666666668,7.607257743127308,3576|4856|51554|57007,CXCL8|CCN3|ACKR4|ACKR3,-1.2195214850916845,0,4,0,0,-6.36928743754837,59.603813559322035,
1,-3.8902748726572147,GO:0051272,M1,1,0,GO Biological Processes,19,positive regulation of cellular component movement,19_GO:0048518 positive regulation of biological process,-3.8902748726572147,9.817490228922388,6.363044399385762,28133,597,24,5,20.833333333333332,8.289816934939807,506|3491|3576|57007|64115,ATP5F1B|CCN1|CXCL8|ACKR3|VSIR,-1.213638410802929,0,4,0,0,-6.36928743754837,59.603813559322035,
1,-3.856547786263827,GO:0040017,M1,1,0,GO Biological Processes,19,positive regulation of locomotion,19_GO:0040011 locomotion,-3.856547786263827,9.65575233388248,6.299569066395949,28133,607,24,5,20.833333333333332,8.289816934939807,506|3491|3576|57007|64115,ATP5F1B|CCN1|CXCL8|ACKR3|VSIR,-1.1888661670624676,0,4,0,0,-6.36928743754837,59.603813559322035,
1,-3.3290708622168474,WP3888,M1,1,0,WikiPathways,27,VEGFA-VEGFR2 Signaling Pathway,,-3.3290708622168474,10.778927203065136,6.006131874541807,28133,435,24,4,16.666666666666668,7.607257743127308,3491|3576|4301|57007,CCN1|CXCL8|AFDN|ACKR3,-0.7193811899931751,0,4,0,0,-6.36928743754837,59.603813559322035,
1,-3.2132719813620074,R-HSA-500792,M1,1,0,Reactome Gene Sets,6,GPCR ligand binding,,-3.2132719813620074,10.040328336902213,5.756422809894379,28133,467,24,4,16.666666666666668,7.607257743127308,976|3576|51554|57007,ADGRE5|CXCL8|ACKR4|ACKR3,-0.6188222756950719,0,4,0,0,-6.36928743754837,59.603813559322035,
1,-3.186426802288748,R-HSA-375276,M1,1,0,Reactome Gene Sets,6,Peptide ligand-binding receptors,,-3.186426802288748,17.495646766169155,6.85803327007301,28133,201,24,3,12.5,6.750771560841522,3576|51554|57007,CXCL8|ACKR4|ACKR3,-0.5994011147010192,0,4,0,0,-6.36928743754837,59.603813559322035,
1,-2.57667602705967,hsa04060,M1,1,0,KEGG Pathway,24,Cytokine-cytokine receptor interaction,,-2.57667602705967,10.721417682926829,5.17473724469036,28133,328,24,3,12.5,6.750771560841522,3576|51554|57007,CXCL8|ACKR4|ACKR3,-0.05130724053603349,0,4,0,0,-6.36928743754837,59.603813559322035,
1,-2.550776572910526,R-HSA-373076,M1,1,0,Reactome Gene Sets,6,Class A/1 (Rhodopsin-like receptors),,-2.550776572910526,10.497388059701493,5.109789848479413,28133,335,24,3,12.5,6.750771560841522,3576|51554|57007,CXCL8|ACKR4|ACKR3,-0.03434426650362171,0,4,0,0,-6.36928743754837,59.603813559322035,
1,-2.5471239257192377,GO:0006898,M1,1,0,GO Biological Processes,19,receptor-mediated endocytosis,19_GO:0051179 localization,-2.5471239257192377,10.466145833333334,5.100668434787639,28133,336,24,3,12.5,6.750771560841522,3576|4360|57007,CXCL8|MRC1|ACKR3,-0.03434426650362171,0,4,0,0,-6.36928743754837,59.603813559322035,
1,-2.5046672056982655,GO:0055080,M1,1,0,GO Biological Processes,19,cation homeostasis,19_GO:0065007 biological regulation,-2.5046672056982655,6.440705128205129,4.345994805080311,28133,728,24,4,16.666666666666668,7.607257743127308,506|4241|51554|57007,ATP5F1B|MELTF|ACKR4|ACKR3,-0.004122002899661113,0,4,0,0,-6.36928743754837,59.603813559322035,
1,-2.4833969635587523,GO:0098771,M1,1,0,GO Biological Processes,19,inorganic ion homeostasis,19_GO:0065007 biological regulation,-2.4833969635587523,6.353432700993677,4.3063378938717936,28133,738,24,4,16.666666666666668,7.607257743127308,506|4241|51554|57007,ATP5F1B|MELTF|ACKR4|ACKR3,0.0,0,4,0,0,-6.36928743754837,59.603813559322035,
1,-6.20736497268943,GO:0045862,M1,1,0,GO Biological Processes,19,positive regulation of proteolysis,19_GO:0048518 positive regulation of biological process,-6.20736497268943,18.60648148148148,10.070037453215607,28133,378,24,6,25.0,8.838834764831844,3491|4241|7917|27018|55848|64115,CCN1|MELTF|BAG6|BEX3|PLGRKT|VSIR,-3.1047597785628636,0,5,1,1,-6.20736497268943,59.603813559322035,
1,-4.764853928968662,GO:0031638,M1,1,0,GO Biological Processes,19,zymogen activation,19_GO:0008152 metabolic process,-4.764853928968662,59.603813559322035,13.166882607758142,28133,59,24,3,12.5,6.750771560841522,4241|55848|64115,MELTF|PLGRKT|VSIR,-1.9384551467810438,0,5,0,0,-6.20736497268943,59.603813559322035,
1,-2.539853383212837,GO:0016485,M1,1,0,GO Biological Processes,19,protein processing,19_GO:0008152 metabolic process,-2.539853383212837,10.404215976331361,5.0825403241677,28133,338,24,3,12.5,6.750771560841522,4241|55848|64115,MELTF|PLGRKT|VSIR,-0.03323403270203932,0,5,0,0,-6.20736497268943,59.603813559322035,
1,-2.3109187825782125,GO:0051604,M1,1,0,GO Biological Processes,19,protein maturation,19_GO:0008152 metabolic process,-2.3109187825782125,8.619178921568627,4.529869637236813,28133,408,24,3,12.5,6.750771560841522,4241|55848|64115,MELTF|PLGRKT|VSIR,0.0,0,5,0,0,-6.20736497268943,59.603813559322035,
1,-3.784895620779152,GO:0030336,M1,1,0,GO Biological Processes,19,negative regulation of cell migration,19_GO:0040011 locomotion,-3.784895620779152,14.20858585858586,7.052623356846583,28133,330,24,4,16.666666666666668,7.607257743127308,575|4301|4856|9289,ADGRB1|AFDN|CCN3|ADGRG1,-1.1259879258852983,0,6,1,1,-3.784895620779152,14.20858585858586,
1,-3.7110420980765277,GO:2000146,M1,1,0,GO Biological Processes,19,negative regulation of cell motility,19_GO:0040011 locomotion,-3.7110420980765277,13.59082125603865,6.875720093068364,28133,345,24,4,16.666666666666668,7.607257743127308,575|4301|4856|9289,ADGRB1|AFDN|CCN3|ADGRG1,-1.0607345749445913,0,6,0,0,-3.784895620779152,14.20858585858586,
1,-3.559856596294084,GO:0051271,M1,1,0,GO Biological Processes,19,negative regulation of cellular component movement,19_GO:0048519 negative regulation of biological process,-3.559856596294084,12.404320987654323,6.522708105816752,28133,378,24,4,16.666666666666668,7.607257743127308,575|4301|4856|9289,ADGRB1|AFDN|CCN3|ADGRG1,-0.9262547666650001,0,6,0,0,-3.784895620779152,14.20858585858586,
1,-3.5041045599960348,GO:0040013,M1,1,0,GO Biological Processes,19,negative regulation of locomotion,19_GO:0040011 locomotion,-3.5041045599960348,11.991901108269396,6.395515192728131,28133,391,24,4,16.666666666666668,7.607257743127308,575|4301|4856|9289,ADGRB1|AFDN|CCN3|ADGRG1,-0.8786206205891305,0,6,0,0,-3.784895620779152,14.20858585858586,
1,-2.9128070987731487,GO:0048872,M1,1,0,GO Biological Processes,19,homeostasis of number of cells,19_GO:0065007 biological regulation,-2.9128070987731487,14.0665,6.063770491057101,28133,250,24,3,12.5,6.750771560841522,4856|9289|55904,CCN3|ADGRG1|KMT2E,-0.361109373527163,0,6,0,0,-3.784895620779152,14.20858585858586,
