LR,cell_type_pair,mean_edge_average_ew,Grade
ADAM9->ITGA3,TAM->ETC,0.5687304225959187,2
ADAM9->ITGA3,TAM->TAM,0.04390273891297892,2
ADAM9->ITGA3,TIL->CAF,0.01135428683200567,2
ADAM9->ITGA3,TIL->Endo,0.0303214234409317,2
ADAM9->ITGA3,TIL->ETC,0.04792325911416426,2
ADAM9->ITGB1,CAF->CAF,0.8559811467052101,2
ADAM9->ITGB1,CAF->DC,0.43907248277283173,2
ADAM9->ITGB1,CAF->Endo,0.5498373504126849,2
ADAM9->ITGB1,CAF->ETC,0.48406432162941887,2
ADAM9->ITGB1,CAF->TAM,0.6001086506596414,2
ADAM9->ITGB1,CAF->TIL,0.5146356109705867,2
ADAM9->ITGB1,DC->CAF,0.4214191716511286,2
ADAM9->ITGB1,DC->ETC,0.26454609035889154,2
ADAM9->ITGB1,DC->TAM,0.31798423809847365,2
ADAM9->ITGB1,DC->TIL,0.27159551825175204,2
ADAM9->ITGB1,Endo->CAF,0.39447266062764796,2
ADAM9->ITGB1,Endo->ETC,0.2729849286332688,2
ADAM9->ITGB1,Endo->TAM,0.3081102124799354,2
ADAM9->ITGB1,Endo->TIL,0.14918902383966653,2
ADAM9->ITGB1,ETC->CAF,1.2144519201305997,2
ADAM9->ITGB1,ETC->DC,0.6990985900314766,2
ADAM9->ITGB1,ETC->Endo,0.9918441408376769,2
ADAM9->ITGB1,ETC->ETC,0.7517112152779863,2
ADAM9->ITGB1,ETC->TAM,0.8994946122986386,2
ADAM9->ITGB1,ETC->TIL,0.857485835605547,2
ADAM9->ITGB1,TAM->CAF,1.1626940934358536,2
ADAM9->ITGB1,TAM->DC,0.6754508031175057,2
ADAM9->ITGB1,TAM->Endo,0.9058728983341806,2
ADAM9->ITGB1,TAM->ETC,0.7071487596916213,2
ADAM9->ITGB1,TAM->TAM,0.8588919181085782,2
ADAM9->ITGB1,TAM->TIL,0.8940279158293053,2
ADAM9->ITGB1,TIL->CAF,0.2425992235475496,2
ADAM9->ITGB1,TIL->DC,0.1836258476902113,2
ADAM9->ITGB1,TIL->Endo,0.1805555771603888,2
ADAM9->ITGB1,TIL->ETC,0.1138296341279964,2
ADAM9->ITGB1,TIL->TAM,0.1785563347872331,2
ADAM9->ITGB1,TIL->TIL,0.1205758495299467,2
ADM->CALCR,CAF->CAF,0.001989880528207309,2
ADM->CALCR,CAF->DC,0.01185111280275454,2
ADM->CALCR,CAF->ETC,0.0010937332845283947,2
ADM->CALCR,CAF->TAM,0.0039237977747885325,2
ADM->CALCR,DC->CAF,5.898726243591892e-4,2
ADM->CALCR,DC->ETC,8.278743881322912e-4,2
ADM->CALCR,DC->TAM,0.001291720470572683,2
ADM->CALCR,Endo->ETC,0.002858592018627958,2
ADM->CALCR,Endo->TAM,0.004106881511921363,2
ADM->CALCR,ETC->CAF,0.001291445969702774,2
ADM->CALCR,ETC->DC,0.03706481530944048,2
ADM->CALCR,ETC->ETC,0.003025743811572104,2
ADM->CALCR,ETC->TAM,0.003093162265971494,2
ADM->CALCR,TAM->CAF,0.004597025406284377,2
ADM->CALCR,TAM->DC,0.02141872833508773,2
ADM->CALCR,TAM->ETC,0.002056857350265451,2
ADM->CALCR,TAM->TAM,0.007319612502485954,2
ANXA1->DYSF,CAF->CAF,0.06644822954884025,2
ANXA1->DYSF,CAF->DC,0.2048754281432844,2
ANXA1->DYSF,CAF->Endo,0.801034287201379,2
ANXA1->DYSF,CAF->ETC,0.017346093985479327,2
ANXA1->DYSF,CAF->TAM,0.102514154308604,2
ANXA1->DYSF,CAF->TIL,0.6452668829512902,2
ANXA1->DYSF,DC->CAF,0.07657368378138858,2
ANXA1->DYSF,DC->ETC,0.02053581824739415,2
ANXA1->DYSF,DC->TAM,0.11572199244644304,2
ANXA1->DYSF,DC->TIL,0.6940113452730603,2
ANXA1->DYSF,Endo->CAF,0.018265427099392165,2
ANXA1->DYSF,Endo->ETC,0.02255669422419356,2
ANXA1->DYSF,Endo->TAM,0.09181928782124148,2
ANXA1->DYSF,Endo->TIL,0.4752649491517493,2
ANXA1->DYSF,ETC->CAF,0.09381324149323804,2
ANXA1->DYSF,ETC->DC,0.2230456865503426,2
ANXA1->DYSF,ETC->Endo,0.7566245800204148,2
ANXA1->DYSF,ETC->ETC,0.018467464632330816,2
ANXA1->DYSF,ETC->TAM,0.10063651137312643,2
ANXA1->DYSF,ETC->TIL,0.5827571089351703,2
ANXA1->DYSF,TAM->CAF,0.1602156879874288,2
ANXA1->DYSF,TAM->DC,0.24269880080513281,2
ANXA1->DYSF,TAM->Endo,0.8946137531624403,2
ANXA1->DYSF,TAM->ETC,0.020151338128306693,2
ANXA1->DYSF,TAM->TAM,0.1090703858964525,2
ANXA1->DYSF,TAM->TIL,0.664946239542301,2
ANXA1->DYSF,TIL->CAF,0.1770516437309304,2
ANXA1->DYSF,TIL->DC,0.3390147451610038,2
ANXA1->DYSF,TIL->Endo,1.103613146032386,2
ANXA1->DYSF,TIL->ETC,0.027808131113067742,2
ANXA1->DYSF,TIL->TAM,0.1596911262042836,2
ANXA1->DYSF,TIL->TIL,0.7909189355644036,2
ANXA1->EGFR,CAF->CAF,0.285935822377191,2
ANXA1->EGFR,CAF->DC,0.07446926943459684,2
ANXA1->EGFR,CAF->Endo,0.12829965184521805,2
ANXA1->EGFR,CAF->ETC,0.2905377356375376,2
ANXA1->EGFR,CAF->TAM,0.01168516054337553,2
ANXA1->EGFR,DC->CAF,0.28116514148032423,2
ANXA1->EGFR,DC->ETC,0.30963085833786963,2
ANXA1->EGFR,DC->TAM,0.01412819281596828,2
ANXA1->EGFR,Endo->CAF,0.20883964218485201,2
ANXA1->EGFR,Endo->ETC,0.2754438075907762,2
ANXA1->EGFR,Endo->TAM,0.01222945698526754,2
ANXA1->EGFR,ETC->CAF,0.25235138265689244,2
ANXA1->EGFR,ETC->DC,0.06630502074462527,2
ANXA1->EGFR,ETC->Endo,0.1087517685364223,2
ANXA1->EGFR,ETC->ETC,0.28726938572587385,2
ANXA1->EGFR,ETC->TAM,0.0127215092579349,2
ANXA1->EGFR,TAM->CAF,0.3004304952308155,2
ANXA1->EGFR,TAM->DC,0.07403039453893105,2
ANXA1->EGFR,TAM->Endo,0.13701998116851577,2
ANXA1->EGFR,TAM->ETC,0.34543114626521015,2
ANXA1->EGFR,TAM->TAM,0.0138424333107887,2
ANXA1->EGFR,TIL->CAF,0.36488258398737305,2
ANXA1->EGFR,TIL->DC,0.09010660689785932,2
ANXA1->EGFR,TIL->Endo,0.149215693969702,2
ANXA1->EGFR,TIL->ETC,0.43421916956555423,2
ANXA1->EGFR,TIL->TAM,0.01933585574258005,2
ANXA1->FPR1,CAF->CAF,0.016013586850303546,2
ANXA1->FPR1,CAF->DC,0.72151852044405,2
ANXA1->FPR1,CAF->Endo,0.1527563901075508,2
ANXA1->FPR1,CAF->ETC,0.020679699241611883,2
ANXA1->FPR1,CAF->TAM,0.8698552627205206,2
ANXA1->FPR1,DC->CAF,0.016230500116018474,2
ANXA1->FPR1,DC->ETC,0.023365268489482158,2
ANXA1->FPR1,DC->TAM,0.8696743232929887,2
ANXA1->FPR1,Endo->CAF,0.0043005126903751245,2
ANXA1->FPR1,Endo->ETC,0.025674803130418027,2
ANXA1->FPR1,Endo->TAM,0.8585080869829598,2
ANXA1->FPR1,ETC->CAF,0.014109888855461009,2
ANXA1->FPR1,ETC->DC,0.6915036151307024,2
ANXA1->FPR1,ETC->Endo,0.1116979464242294,2
ANXA1->FPR1,ETC->ETC,0.02154843486195093,2
ANXA1->FPR1,ETC->TAM,0.8076171121733164,2
ANXA1->FPR1,TAM->CAF,0.016080084629633024,2
ANXA1->FPR1,TAM->DC,0.8343087698904758,2
ANXA1->FPR1,TAM->Endo,0.1925287388884221,2
ANXA1->FPR1,TAM->ETC,0.02563581268314744,2
ANXA1->FPR1,TAM->TAM,1.0042781687057498,2
ANXA1->FPR1,TIL->CAF,0.022523304036837714,2
ANXA1->FPR1,TIL->DC,1.037261737977291,2
ANXA1->FPR1,TIL->Endo,0.2141255848603845,2
ANXA1->FPR1,TIL->ETC,0.032821445361651914,2
ANXA1->FPR1,TIL->TAM,1.1936547474640544,2
ANXA1->FPR2,CAF->DC,0.07384545969010749,2
ANXA1->FPR2,CAF->ETC,0.0102788487907819,2
ANXA1->FPR2,CAF->TAM,0.2748498031224112,2
ANXA1->FPR2,DC->ETC,0.011957381669155932,2
ANXA1->FPR2,DC->TAM,0.28430943037495227,2
ANXA1->FPR2,Endo->ETC,0.01449324409330552,2
ANXA1->FPR2,Endo->TAM,0.2520916101740821,2
ANXA1->FPR2,ETC->DC,0.06550509976284853,2
ANXA1->FPR2,ETC->ETC,0.010562996138323724,2
ANXA1->FPR2,ETC->TAM,0.2714439207293355,2
ANXA1->FPR2,TAM->DC,0.0743544014978409,2
ANXA1->FPR2,TAM->ETC,0.011468933524897714,2
ANXA1->FPR2,TAM->TAM,0.377012396600248,2
ANXA1->FPR2,TIL->DC,0.08089223683552096,2
ANXA1->FPR2,TIL->ETC,0.016440040130533524,2
ANXA1->FPR2,TIL->TAM,0.461131040471124,2
ANXA1->FPR3,CAF->CAF,0.024464987986822555,2
ANXA1->FPR3,CAF->DC,0.746708318540508,2
ANXA1->FPR3,CAF->ETC,0.02180644326176705,2
ANXA1->FPR3,CAF->TAM,1.067886009111682,2
ANXA1->FPR3,DC->CAF,0.025106194279813032,2
ANXA1->FPR3,DC->ETC,0.022947865575466516,2
ANXA1->FPR3,DC->TAM,1.0923657680118124,2
ANXA1->FPR3,Endo->CAF,0.021132062432953555,2
ANXA1->FPR3,Endo->ETC,0.02571642561951996,2
ANXA1->FPR3,Endo->TAM,0.9777638616185915,2
ANXA1->FPR3,ETC->CAF,0.02357137137732931,2
ANXA1->FPR3,ETC->DC,0.6775122700283657,2
ANXA1->FPR3,ETC->ETC,0.02074232638195272,2
ANXA1->FPR3,ETC->TAM,0.9922226848522855,2
ANXA1->FPR3,TAM->CAF,0.02724555194213212,2
ANXA1->FPR3,TAM->DC,0.8357099284259536,2
ANXA1->FPR3,TAM->ETC,0.025678490046751597,2
ANXA1->FPR3,TAM->TAM,1.2048883562671946,2
ANXA1->FPR3,TIL->CAF,0.0333191431678988,2
ANXA1->FPR3,TIL->DC,1.0450747164830503,2
ANXA1->FPR3,TIL->ETC,0.03312572048039957,2
ANXA1->FPR3,TIL->TAM,1.5036221790571531,2
AREG->EGFR,CAF->CAF,0.00396204042721814,2
AREG->EGFR,CAF->DC,0.0012076669563591956,2
AREG->EGFR,CAF->Endo,0.002160679667357391,2
AREG->EGFR,CAF->ETC,0.004167726399829042,2
AREG->EGFR,CAF->TAM,1.063446872293199e-4,2
AREG->EGFR,DC->CAF,0.08471803771900539,2
AREG->EGFR,DC->ETC,0.12112738084146965,2
AREG->EGFR,DC->TAM,0.008913407462603449,2
AREG->EGFR,Endo->CAF,0.03242043965527939,2
AREG->EGFR,Endo->ETC,0.02831437190028104,2
AREG->EGFR,ETC->CAF,0.06461956143101068,2
AREG->EGFR,ETC->DC,0.018757244954268417,2
AREG->EGFR,ETC->Endo,0.029373539125834153,2
AREG->EGFR,ETC->ETC,0.08945752322315827,2
AREG->EGFR,ETC->TAM,0.004545979184023381,2
AREG->EGFR,TAM->CAF,0.061243439543713085,2
AREG->EGFR,TAM->DC,0.017916490253514817,2
AREG->EGFR,TAM->Endo,0.036901889144589375,2
AREG->EGFR,TAM->ETC,0.08574306045337156,2
AREG->EGFR,TAM->TAM,0.002212129456284967,2
AREG->EGFR,TIL->CAF,0.02735973683314146,2
AREG->EGFR,TIL->Endo,0.01231212541747813,2
AREG->EGFR,TIL->ETC,0.02876852053653648,2
CALR->ITGA3,CAF->CAF,0.2216803796274376,2
CALR->ITGA3,CAF->DC,0.19740085583619135,2
CALR->ITGA3,CAF->Endo,0.37136172305558285,2
CALR->ITGA3,CAF->ETC,1.1468869882442656,2
CALR->ITGA3,CAF->TAM,0.09952825237778262,2
CALR->ITGA3,DC->CAF,0.2051164935782232,2
CALR->ITGA3,DC->ETC,0.9281212940764837,2
CALR->ITGA3,DC->TAM,0.0931018973163253,2
CALR->ITGA3,Endo->CAF,0.19891357778475693,2
CALR->ITGA3,Endo->ETC,0.9412559235971716,2
CALR->ITGA3,Endo->TAM,0.09549319710116358,2
CALR->ITGA3,ETC->CAF,0.1862073178800755,2
CALR->ITGA3,ETC->DC,0.16733743839690007,2
CALR->ITGA3,ETC->Endo,0.3003198725856636,2
CALR->ITGA3,ETC->ETC,0.9428389785687877,2
CALR->ITGA3,ETC->TAM,0.08913370514036656,2
CALR->ITGA3,TAM->CAF,0.23764576422812717,2
CALR->ITGA3,TAM->DC,0.19413252715321971,2
CALR->ITGA3,TAM->Endo,0.3814061586576918,2
CALR->ITGA3,TAM->ETC,1.1571475815098555,2
CALR->ITGA3,TAM->TAM,0.10007023237521308,2
CALR->ITGA3,TIL->CAF,0.22609545334904904,2
CALR->ITGA3,TIL->DC,0.187696917679654,2
CALR->ITGA3,TIL->Endo,0.33466575513453095,2
CALR->ITGA3,TIL->ETC,1.0524814934224753,2
CALR->ITGA3,TIL->TAM,0.08378134259034362,2
CHAD->ITGA2,DC->CAF,0.00726327655231758,2
CHAD->ITGA2,DC->ETC,0.02713485300366056,2
CHAD->ITGA2,DC->TAM,0.001831333412722402,2
CHAD->ITGA2,Endo->CAF,0.004349434701364053,2
CHAD->ITGA2,Endo->ETC,0.03069335453195188,2
CHAD->ITGA2,ETC->CAF,8.658772192256668e-4,2
CHAD->ITGA2,ETC->DC,0.0012356969554573214,2
CHAD->ITGA2,ETC->Endo,0.0038304301326537275,2
CHAD->ITGA2,ETC->ETC,0.005536927099395376,2
CHAD->ITGA2,ETC->TAM,5.117046928831668e-4,2
COL2A1->ITGA2,CAF->CAF,0.0012103438281189985,2
COL2A1->ITGA2,CAF->DC,6.456039341381264e-4,2
COL2A1->ITGA2,CAF->Endo,0.002181786722312776,2
COL2A1->ITGA2,CAF->ETC,0.005864016888085594,2
COL2A1->ITGA2,CAF->TAM,5.439077577801709e-4,2
COL2A1->ITGA2,ETC->CAF,0.0012829359625770671,2
COL2A1->ITGA2,ETC->DC,4.1988015218248105e-4,2
COL2A1->ITGA2,ETC->Endo,0.002416996591930138,2
COL2A1->ITGA2,ETC->ETC,0.005320331590500329,2
COL2A1->ITGA2,ETC->TAM,3.63472883177112e-4,2
DKK1->KREMEN1,CAF->CAF,0.0030691716470592537,2
DKK1->KREMEN1,CAF->DC,0.003950960834745439,2
DKK1->KREMEN1,CAF->Endo,0.001548515866934419,2
DKK1->KREMEN1,CAF->ETC,0.0015763386733193933,2
DKK1->KREMEN1,CAF->TAM,6.783207552654845e-4,2
DKK1->KREMEN1,Endo->CAF,0.005368578669971959,2
DKK1->KREMEN1,Endo->ETC,0.001868026415882338,2
DKK1->KREMEN1,Endo->TAM,0.00175265220245275,2
DKK1->KREMEN1,ETC->CAF,0.012740597932786531,2
DKK1->KREMEN1,ETC->DC,0.01156395213760855,2
DKK1->KREMEN1,ETC->Endo,0.003143202963354859,2
DKK1->KREMEN1,ETC->ETC,0.005638900021264969,2
DKK1->KREMEN1,ETC->TAM,0.0031594915366606655,2
DKK1->KREMEN1,TAM->CAF,0.002059280971870419,2
DKK1->KREMEN1,TAM->DC,0.001031135778016837,2
DKK1->KREMEN1,TAM->ETC,9.949911577278277e-4,2
DKK1->KREMEN1,TAM->TAM,5.285247717557625e-5,2
DKK1->KREMEN2,CAF->CAF,1.042805046691037e-4,2
DKK1->KREMEN2,CAF->ETC,0.0012407101075042734,2
DKK1->KREMEN2,CAF->TAM,0.001317106613467752,2
DKK1->KREMEN2,Endo->ETC,9.626862021846818e-4,2
DKK1->KREMEN2,ETC->CAF,1.585125214982732e-4,2
DKK1->KREMEN2,ETC->ETC,0.004290077934912053,2
DKK1->KREMEN2,ETC->TAM,0.0032410466311281233,2
DKK1->KREMEN2,TAM->ETC,7.915554158246806e-4,2
DKK1->KREMEN2,TAM->TAM,3.929563838041611e-4,2
DKK1->LRP4,CAF->CAF,7.970817950029912e-4,2
DKK1->LRP4,CAF->Endo,0.004028862578949598,2
DKK1->LRP4,CAF->ETC,0.0010205492625397173,2
DKK1->LRP4,Endo->CAF,0.003165321834051493,2
DKK1->LRP4,Endo->ETC,0.001406297472871433,2
DKK1->LRP4,ETC->CAF,0.003343241599460651,2
DKK1->LRP4,ETC->Endo,0.01998935672610124,2
DKK1->LRP4,ETC->ETC,0.003274647644678977,2
DKK1->LRP4,TAM->CAF,2.887567145978801e-4,2
DKK1->LRP4,TAM->ETC,4.596208849707834e-4,2
DSC3->DSG3,CAF->CAF,2.235146892081504e-5,2
DSC3->DSG3,CAF->ETC,6.17084220768553e-4,2
DSC3->DSG3,ETC->ETC,3.558842341500988e-4,2
DSC3->DSG4,CAF->ETC,4.593002662262705e-5,2
DSC3->DSG4,ETC->ETC,1.658923136482432e-5,2
ECM1->ITGB4,CAF->CAF,0.08183707738554315,2
ECM1->ITGB4,CAF->DC,0.1400658734702355,2
ECM1->ITGB4,CAF->Endo,0.3532930832551323,2
ECM1->ITGB4,CAF->ETC,0.5052561771563318,2
ECM1->ITGB4,CAF->TAM,0.0580862486552427,2
ECM1->ITGB4,DC->CAF,0.01782782455439476,2
ECM1->ITGB4,DC->ETC,0.08632466926952112,2
ECM1->ITGB4,DC->TAM,0.01175310805192651,2
ECM1->ITGB4,Endo->CAF,0.029294021432271417,2
ECM1->ITGB4,Endo->ETC,0.20786478790422222,2
ECM1->ITGB4,Endo->TAM,0.02278436421452697,2
ECM1->ITGB4,ETC->CAF,0.03265197913191353,2
ECM1->ITGB4,ETC->DC,0.06326383445017518,2
ECM1->ITGB4,ETC->Endo,0.1386967315039615,2
ECM1->ITGB4,ETC->ETC,0.23593669005033932,2
ECM1->ITGB4,ETC->TAM,0.030377067969019,2
ECM1->ITGB4,TAM->CAF,0.02908575047760333,2
ECM1->ITGB4,TAM->DC,0.04470525354518734,2
ECM1->ITGB4,TAM->Endo,0.13469852152534179,2
ECM1->ITGB4,TAM->ETC,0.18305306678253386,2
ECM1->ITGB4,TAM->TAM,0.01914257534794095,2
EREG->ERBB4,CAF->CAF,1.8130003365065292e-4,2
EREG->ERBB4,CAF->DC,2.19512046145463e-4,2
EREG->ERBB4,CAF->ETC,1.8384684387389092e-4,2
EREG->ERBB4,DC->CAF,0.005401168661048944,2
EREG->ERBB4,DC->ETC,0.001671210722718141,2
EREG->ERBB4,ETC->CAF,0.003506756933545019,2
EREG->ERBB4,ETC->DC,0.00152423139371823,2
EREG->ERBB4,ETC->ETC,4.2753721475222444e-4,2
EREG->ERBB4,TAM->CAF,0.00782573040778854,2
EREG->ERBB4,TAM->DC,0.01511292749985965,2
EREG->ERBB4,TAM->ETC,0.003369819328413384,2
FGA->ITGA2B,DC->CAF,5.534934124776126e-4,2
FGA->ITGA2B,DC->ETC,0.001108042754355019,2
FGA->ITGA2B,ETC->CAF,7.401775547732624e-5,2
FGA->ITGA2B,ETC->DC,0.007254550386045625,2
FGA->ITGA2B,ETC->ETC,8.789454156695053e-5,2
FGA->ITGA2B,ETC->TAM,3.76374470437877e-5,2
FGA->ITGA2B,TAM->CAF,4.192130675892723e-5,2
FGA->ITGA2B,TAM->DC,0.002019433611149511,2
FGA->ITGA2B,TAM->ETC,4.177164251102708e-5,2
FGA->ITGB3,DC->CAF,8.623234123528874e-4,2
FGA->ITGB3,ETC->CAF,2.2080531477769309e-4,2
FGA->ITGB3,ETC->Endo,7.50089186265141e-4,2
FGA->ITGB3,ETC->ETC,6.695246823938274e-5,2
FGA->ITGB3,ETC->TAM,1.026193691214877e-4,2
FGA->ITGB3,TAM->CAF,1.565520611903386e-4,2
FGA->ITGB3,TAM->Endo,3.7357747349784e-4,2
FGA->ITGB3,TAM->ETC,3.539674117697731e-5,2
FGA->ITGB3,TAM->TAM,2.856593339781751e-5,2
FGB->ITGA2B,ETC->CAF,4.5043221172944944e-5,2
FGB->ITGA2B,ETC->DC,0.001831932587547123,2
FGB->ITGA2B,ETC->ETC,5.071208875602964e-5,2
FGB->ITGA5,ETC->CAF,0.001270288346940089,2
FGB->ITGA5,ETC->DC,8.048767176364139e-4,2
FGB->ITGA5,ETC->Endo,0.004917257513710622,2
FGB->ITGA5,ETC->ETC,2.822519583209056e-4,2
FGB->ITGA5,ETC->TAM,0.0011828983417644403,2
FGB->ITGA5,ETC->TIL,0.005312033315569653,2
FGB->ITGB1,ETC->CAF,0.004782177125684916,2
FGB->ITGB1,ETC->DC,0.003302128756613612,2
FGB->ITGB1,ETC->Endo,0.006171983949626649,2
FGB->ITGB1,ETC->ETC,0.003490124795639502,2
FGB->ITGB1,ETC->TAM,0.003690776694559036,2
FGB->ITGB1,ETC->TIL,0.002119798799280835,2
FGG->ITGA5,ETC->CAF,0.004425830962305121,2
FGG->ITGA5,ETC->DC,0.002699217642739539,2
FGG->ITGA5,ETC->Endo,0.011453876606011507,2
FGG->ITGA5,ETC->ETC,0.0010676792524343453,2
FGG->ITGA5,ETC->TAM,0.00404476630443184,2
FGG->ITGA5,ETC->TIL,0.01490009343628924,2
HAS2->HMMR,CAF->CAF,0.0017951169375141848,2
HAS2->HMMR,CAF->DC,0.006551674572775638,2
HAS2->HMMR,CAF->ETC,0.003965653094913798,2
HAS2->HMMR,CAF->TAM,0.005951322973877272,2
HAS2->HMMR,CAF->TIL,0.09990520217137798,2
HAS2->HMMR,Endo->CAF,0.002525136656925443,2
HAS2->HMMR,Endo->ETC,0.01369048718811856,2
HAS2->HMMR,Endo->TAM,0.01833989495763837,2
HAS2->HMMR,Endo->TIL,0.1039336933150256,2
HAS2->HMMR,ETC->CAF,3.9863865802769336e-4,2
HAS2->HMMR,ETC->DC,0.0018304925150099314,2
HAS2->HMMR,ETC->ETC,0.0017594513327758483,2
HAS2->HMMR,ETC->TAM,0.0017973283022594847,2
HAS2->HMMR,ETC->TIL,0.06940059356790802,2
HAS2->HMMR,TAM->DC,0.001670255633798118,2
HAS2->HMMR,TAM->ETC,0.001847203038365485,2
HAS2->HMMR,TAM->TAM,0.00225903687879172,2
HAS2->HMMR,TAM->TIL,0.06466757265672637,2
IL19->IL20RB,CAF->CAF,5.6579616092105224e-5,2
IL19->IL20RB,CAF->ETC,1.3204312707377263e-4,2
IL19->IL20RB,ETC->CAF,1.2682805859500477e-4,2
IL19->IL20RB,ETC->ETC,2.5815340510816387e-4,2
IL19->IL20RB,ETC->TAM,2.345452743660401e-5,2
IL19->IL20RB,TAM->ETC,0.001677255728462756,2
IL20->IL20RB,ETC->CAF,3.432428779271169e-5,2
IL20->IL20RB,ETC->ETC,1.343646267162394e-4,2
IL24->IL20RB,CAF->CAF,8.783526446420554e-5,2
IL24->IL20RB,CAF->ETC,2.7989038863721353e-4,2
IL24->IL20RB,DC->CAF,0.002661287886029036,2
IL24->IL20RB,DC->ETC,0.003913296494192117,2
IL24->IL20RB,TAM->ETC,2.783705657767024e-4,2
IL26->IL20RB,DC->ETC,0.001568505206317169,2
IL26->IL20RB,ETC->CAF,7.675788463690652e-5,2
IL26->IL20RB,ETC->ETC,4.175041035133753e-4,2
IL26->IL20RB,ETC->TAM,2.710725652732746e-5,2
IL26->IL20RB,TIL->CAF,0.004322417819325825,2
IL26->IL20RB,TIL->ETC,0.009056492000640574,2
L1CAM->EGFR,CAF->CAF,0.0023819995232984984,2
L1CAM->EGFR,CAF->DC,6.335988104541129e-4,2
L1CAM->EGFR,CAF->Endo,9.983286894532043e-4,2
L1CAM->EGFR,CAF->ETC,0.002302222504559408,2
L1CAM->EGFR,CAF->TAM,5.093006004919102e-5,2
L1CAM->EGFR,Endo->CAF,0.01502432629075428,2
L1CAM->EGFR,Endo->ETC,0.006648306759125623,2
L1CAM->EGFR,ETC->CAF,0.002415048882046494,2
L1CAM->EGFR,ETC->DC,7.41927959542672e-4,2
L1CAM->EGFR,ETC->Endo,7.063063723845748e-4,2
L1CAM->EGFR,ETC->ETC,0.0028517219460466488,2
L1CAM->EGFR,ETC->TAM,7.04460866148794e-5,2
L1CAM->EGFR,TAM->CAF,0.006143203553306323,2
L1CAM->EGFR,TAM->DC,0.001367731461724805,2
L1CAM->EGFR,TAM->ETC,0.00670235348085223,2
LAMC2->ITGA3,CAF->CAF,0.012928596677054016,2
LAMC2->ITGA3,CAF->DC,0.010398374689759947,2
LAMC2->ITGA3,CAF->Endo,0.01727867690738026,2
LAMC2->ITGA3,CAF->ETC,0.06293220102687769,2
LAMC2->ITGA3,CAF->TAM,0.0037437663992320822,2
