_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-3.8,C0023465,M1,1,0,DisGeNET,35,Acute monocytic leukemia,,-3.8,9.3,6.1,28133,633,24,5,21,8.3,3576|4301|5819|9289|64115,CXCL8|AFDN|NECTIN2|ADGRG1|VSIR,-0.56,0
1,-3.8,C0030805,M1,1,0,DisGeNET,35,Bullous pemphigoid,,-3.8,28,8.8,28133,127,24,3,12,6.8,3576|4321|4360,CXCL8|MMP12|MRC1,-0.56,0
1,-3.7,C1569637,M1,1,0,DisGeNET,35,"Adenocarcinoma, Endometrioid",,-3.7,27,8.7,28133,130,24,3,12,6.8,3491|4301|4360,CCN1|AFDN|MRC1,-0.56,0
1,-3.7,C0333516,M1,1,0,DisGeNET,35,Tumor necrosis,,-3.7,13,6.8,28133,350,24,4,17,7.6,3576|4360|5818|81607,CXCL8|MRC1|NECTIN1|NECTIN4,-0.52,0
1,-3.6,C3850141,M1,1,0,DisGeNET,35,Acute-On-Chronic Liver Failure,,-3.6,25,8.4,28133,140,24,3,12,6.8,3576|4360|57007,CXCL8|MRC1|ACKR3,-0.5,0
1,-3.6,C0042373,M1,1,0,DisGeNET,35,Vascular Diseases,,-3.6,8.5,5.8,28133,688,24,5,21,8.3,575|3491|3576|4856|57007,ADGRB1|CCN1|CXCL8|CCN3|ACKR3,-0.48,0
1,-3.5,C0162820,M1,1,0,DisGeNET,35,"Dermatitis, Allergic Contact",,-3.5,23,8,28133,151,24,3,12,6.8,4321|4360|57007,MMP12|MRC1|ACKR3,-0.45,0
1,-3.5,C0149678,M1,1,0,DisGeNET,35,Epstein-Barr Virus Infections,,-3.5,12,6.5,28133,384,24,4,17,7.6,3576|4360|7917|64115,CXCL8|MRC1|BAG6|VSIR,-0.45,0
1,-3.5,C0035309,M1,1,0,DisGeNET,35,Retinal Diseases,,-3.5,8.2,5.7,28133,714,24,5,21,8.3,3491|3576|4321|4856|57007,CCN1|CXCL8|MMP12|CCN3|ACKR3,-0.45,0
1,-3.5,C0282160,M1,1,0,DisGeNET,35,Aplasia Cutis Congenita,,-3.5,12,6.4,28133,393,24,4,17,7.6,3576|4360|5818|57007,CXCL8|MRC1|NECTIN1|ACKR3,-0.44,0
1,-3.4,C0036202,M1,1,0,DisGeNET,35,Sarcoidosis,,-3.4,11,6.2,28133,413,24,4,17,7.6,3576|4321|4360|51554,CXCL8|MMP12|MRC1|ACKR4,-0.39,0
1,-3.4,C4524092,M1,1,0,DisGeNET,35,Chronic rhinosinusitis with nasal polyps,,-3.4,21,7.6,28133,168,24,3,12,6.8,3576|57007|64115,CXCL8|ACKR3|VSIR,-0.39,0
1,-3.4,C0027796,M1,1,0,DisGeNET,35,Neuralgia,,-3.4,7.6,5.4,28133,767,24,5,21,8.3,3576|4241|4321|4360|57007,CXCL8|MELTF|MMP12|MRC1|ACKR3,-0.39,0
1,-3.4,C1704272,M1,1,0,DisGeNET,35,Benign Prostatic Hyperplasia,,-3.4,7.6,5.4,28133,770,24,5,21,8.3,3491|3576|4360|4856|57007,CCN1|CXCL8|MRC1|CCN3|ACKR3,-0.39,0
1,-3.3,C0008497,M1,1,0,DisGeNET,35,Choriocarcinoma,,-3.3,11,6,28133,431,24,4,17,7.6,3576|4360|57007|64115,CXCL8|MRC1|ACKR3|VSIR,-0.37,0
1,-3.3,C3811653,M1,1,0,DisGeNET,35,Experimental Organism Basal Cell Carcinoma,,-3.3,11,6,28133,437,24,4,17,7.6,3491|3576|4360|57007,CCN1|CXCL8|MRC1|ACKR3,-0.36,0
1,-3.2,C0279628,M1,1,0,DisGeNET,35,Adenocarcinoma Of Esophagus,,-3.2,10,5.7,28133,468,24,4,17,7.6,3491|3576|4321|64115,CCN1|CXCL8|MMP12|VSIR,-0.26,0
1,-3.2,C0032927,M1,1,0,DisGeNET,35,Precancerous Conditions,,-3.2,10,5.7,28133,471,24,4,17,7.6,506|3576|4321|4360,ATP5F1B|CXCL8|MMP12|MRC1,-0.26,0
1,-3.2,C0027430,M1,1,0,DisGeNET,35,Nasal Polyps,,-3.2,9.7,5.6,28133,484,24,4,17,7.6,3491|3576|4360|57007,CCN1|CXCL8|MRC1|ACKR3,-0.23,0
1,-3.1,C1845050,M1,1,0,DisGeNET,35,"PIGMENTARY DISORDER, RETICULATE, WITH SYSTEMIC MANIFESTATIONS",,-3.1,17,6.7,28133,209,24,3,12,6.8,3491|3576|64115,CCN1|CXCL8|VSIR,-0.22,0
1,-3.1,C0038525,M1,1,0,DisGeNET,35,Subarachnoid Hemorrhage,,-3.1,9.4,5.5,28133,501,24,4,17,7.6,3491|3576|4321|4360,CCN1|CXCL8|MMP12|MRC1,-0.19,0
1,-3.1,C0278883,M1,1,0,DisGeNET,35,Metastatic melanoma,,-3.1,9.3,5.5,28133,504,24,4,17,7.6,3576|4241|9289|57007,CXCL8|MELTF|ADGRG1|ACKR3,-0.19,0
1,-3.1,C0206687,M1,1,0,DisGeNET,35,"Carcinoma, Endometrioid",,-3.1,16,6.5,28133,223,24,3,12,6.8,3491|4301|4360,CCN1|AFDN|MRC1,-0.17,0
1,-2.9,C0025500,M1,1,0,DisGeNET,35,Mesothelioma,,-2.9,8.4,5.1,28133,560,24,4,17,7.6,3576|4360|57007|64115,CXCL8|MRC1|ACKR3|VSIR,-0.086,0
1,-2.9,C0037284,M1,1,0,DisGeNET,35,Skin lesion,,-2.9,8.3,5.1,28133,563,24,4,17,7.6,3491|3576|4360|57007,CCN1|CXCL8|MRC1|ACKR3,-0.086,0
1,-2.9,C0278488,M1,1,0,DisGeNET,35,Carcinoma breast stage IV,,-2.9,8.2,5.1,28133,573,24,4,17,7.6,976|3491|3576|81607,ADGRE5|CCN1|CXCL8|NECTIN4,-0.075,0
1,-2.9,C0039483,M1,1,0,DisGeNET,35,Giant Cell Arteritis,,-2.9,14,5.9,28133,260,24,3,12,6.8,3491|3576|4321,CCN1|CXCL8|MMP12,-0.068,0
1,-2.9,C0014170,M1,1,0,DisGeNET,35,Endometrial Neoplasms,,-2.9,13,5.9,28133,261,24,3,12,6.8,3491|3576|57007,CCN1|CXCL8|ACKR3,-0.068,0
1,-2.8,C0027708,M1,1,0,DisGeNET,35,Nephroblastoma,,-2.8,8,5,28133,586,24,4,17,7.6,976|3491|4360|4856,ADGRE5|CCN1|MRC1|CCN3,-0.064,0
1,-2.8,C0175754,M1,1,0,DisGeNET,35,Agenesis of corpus callosum,,-2.8,7.6,4.9,28133,615,24,4,17,7.6,3576|4360|5818|57007,CXCL8|MRC1|NECTIN1|ACKR3,-0.011,0
1,-2.8,C4086152,M1,1,0,DisGeNET,35,Childhood Astrocytoma,,-2.8,7.6,4.9,28133,615,24,4,17,7.6,3576|4360|9289|57007,CXCL8|MRC1|ADGRG1|ACKR3,-0.011,0
1,-2.8,C0020459,M1,1,0,DisGeNET,35,Hyperinsulinism,,-2.8,7.6,4.8,28133,620,24,4,17,7.6,3576|4241|4321|4360,CXCL8|MELTF|MMP12|MRC1,-0.0059,0
1,-2.7,C0003130,M1,1,0,DisGeNET,35,Anoxia,,-2.7,12,5.6,28133,287,24,3,12,6.8,506|3491|3576,ATP5F1B|CCN1|CXCL8,0,0
1,-2.7,C1837218,M1,1,0,DisGeNET,35,"Cleft palate, isolated",,-2.7,12,5.5,28133,295,24,3,12,6.8,3576|4360|5818,CXCL8|MRC1|NECTIN1,0,0
1,-2.7,C0153690,M1,1,0,DisGeNET,35,Secondary malignant neoplasm of bone,,-2.7,7.2,4.7,28133,647,24,4,17,7.6,976|3576|4856|57007,ADGRE5|CXCL8|CCN3|ACKR3,0,0
1,-2.6,C0027831,M1,1,0,DisGeNET,35,Neurofibromatosis 1,,-2.6,11,5.3,28133,311,24,3,12,6.8,3491|4360|4856,CCN1|MRC1|CCN3,0,0
1,-2.6,C1275122,M1,1,0,DisGeNET,35,Familial multiple trichoepitheliomata,,-2.6,11,5.3,28133,317,24,3,12,6.8,3491|3576|64115,CCN1|CXCL8|VSIR,0,0
1,-2.6,C1328504,M1,1,0,DisGeNET,35,Hormone refractory prostate cancer,,-2.6,6.9,4.5,28133,683,24,4,17,7.6,3576|4321|4856|57007,CXCL8|MMP12|CCN3|ACKR3,0,0
1,-2.6,C0242596,M1,1,0,DisGeNET,35,"Neoplasm, Residual",,-2.6,11,5.2,28133,329,24,3,12,6.8,976|4301|4360,ADGRE5|AFDN|MRC1,0,0
1,-2.6,C0024115,M1,1,0,DisGeNET,35,Lung diseases,,-2.6,6.7,4.5,28133,700,24,4,17,7.6,976|3576|4321|57007,ADGRE5|CXCL8|MMP12|ACKR3,0,0
1,-2.5,C0007787,M1,1,0,DisGeNET,35,Transient Ischemic Attack,,-2.5,10,5,28133,344,24,3,12,6.8,506|4321|27018,ATP5F1B|MMP12|BEX3,0,0
1,-2.5,C0555198,M1,1,0,DisGeNET,35,Malignant Glioma,,-2.5,6.5,4.4,28133,724,24,4,17,7.6,575|976|3576|4360,ADGRB1|ADGRE5|CXCL8|MRC1,0,0
1,-2.5,C0302142,M1,1,0,DisGeNET,35,Deformity,,-2.5,10,5,28133,350,24,3,12,6.8,4360|5818|9289,MRC1|NECTIN1|ADGRG1,0,0
1,-2.5,C0034067,M1,1,0,DisGeNET,35,Pulmonary Emphysema,,-2.5,10,5,28133,352,24,3,12,6.8,3491|3576|4321,CCN1|CXCL8|MMP12,0,0
1,-2.5,C0521158,M1,1,0,DisGeNET,35,Recurrent tumor,,-2.5,6.4,4.3,28133,735,24,4,17,7.6,3576|4360|51554|57007,CXCL8|MRC1|ACKR4|ACKR3,0,0
1,-2.5,C0041327,M1,1,0,DisGeNET,35,"Tuberculosis, Pulmonary",,-2.5,9.8,4.9,28133,358,24,3,12,6.8,3576|4321|4360,CXCL8|MMP12|MRC1,0,0
1,-2.5,C0037286,M1,1,0,DisGeNET,35,Skin Neoplasms,,-2.5,9.7,4.9,28133,363,24,3,12,6.8,3491|4360|57007,CCN1|MRC1|ACKR3,0,0
1,-2.4,C0030297,M1,1,0,DisGeNET,35,Pancreatic Neoplasm,,-2.4,6.1,4.2,28133,764,24,4,17,7.6,3491|3576|4360|9289,CCN1|CXCL8|MRC1|ADGRG1,0,0
1,-2.4,C0026691,M1,1,0,DisGeNET,35,Mucocutaneous Lymph Node Syndrome,,-2.4,9.5,4.8,28133,370,24,3,12,6.8,3576|4321|5818,CXCL8|MMP12|NECTIN1,0,0
1,-2.4,C0220633,M1,1,0,DisGeNET,35,Uveal melanoma,,-2.4,9.4,4.8,28133,375,24,3,12,6.8,3491|3576|57007,CCN1|CXCL8|ACKR3,0,0
1,-2.4,C3875321,M1,1,0,DisGeNET,35,Inflammatory dermatosis,,-2.4,9.2,4.7,28133,382,24,3,12,6.8,3491|3576|4360,CCN1|CXCL8|MRC1,0,0
1,-2.4,C0677932,M1,1,0,DisGeNET,35,Progressive Neoplastic Disease,,-2.4,9.2,4.7,28133,384,24,3,12,6.8,3576|4360|64115,CXCL8|MRC1|VSIR,0,0
1,-2.4,C3539781,M1,1,0,DisGeNET,35,Progressive cGVHD,,-2.4,9.2,4.7,28133,384,24,3,12,6.8,3576|4360|64115,CXCL8|MRC1|VSIR,0,0
1,-2.4,C0008479,M1,1,0,DisGeNET,35,Chondrosarcoma,,-2.4,9.1,4.7,28133,385,24,3,12,6.8,3576|4321|4856,CXCL8|MMP12|CCN3,0,0
1,-2.4,C0023470,M1,1,0,DisGeNET,35,Myeloid Leukemia,,-2.4,9.1,4.7,28133,385,24,3,12,6.8,4301|5819|55904,AFDN|NECTIN2|KMT2E,0,0
1,-2.4,C0032584,M1,1,0,DisGeNET,35,polyps,,-2.4,9,4.7,28133,390,24,3,12,6.8,3576|4360|57007,CXCL8|MRC1|ACKR3,0,0
1,-2.4,C0017658,M1,1,0,DisGeNET,35,Glomerulonephritis,,-2.4,9,4.7,28133,391,24,3,12,6.8,3576|4321|4856,CXCL8|MMP12|CCN3,0,0
1,-2.4,C0220650,M1,1,0,DisGeNET,35,Metastatic malignant neoplasm to brain,,-2.4,9,4.6,28133,392,24,3,12,6.8,3576|4241|57007,CXCL8|MELTF|ACKR3,0,0
1,-2.3,C0376618,M1,1,0,DisGeNET,35,Endotoxemia,,-2.3,8.8,4.6,28133,401,24,3,12,6.8,3576|4241|57007,CXCL8|MELTF|ACKR3,0,0
1,-2.3,C1762616,M1,1,0,DisGeNET,35,"Meningioma, benign, no ICD-O subtype",,-2.3,8.7,4.6,28133,404,24,3,12,6.8,506|57007|64115,ATP5F1B|ACKR3|VSIR,0,0
1,-2.3,C0278877,M1,1,0,DisGeNET,35,Adult Meningioma,,-2.3,8.7,4.6,28133,405,24,3,12,6.8,506|57007|64115,ATP5F1B|ACKR3|VSIR,0,0
1,-2.3,C0742343,M1,1,0,DisGeNET,35,Acute Chest Syndrome,,-2.3,8.7,4.6,28133,405,24,3,12,6.8,3491|3576|64115,CCN1|CXCL8|VSIR,0,0
1,-2.3,C0338106,M1,1,0,DisGeNET,35,Adenocarcinoma of colon,,-2.3,8.7,4.5,28133,406,24,3,12,6.8,3576|4360|57007,CXCL8|MRC1|ACKR3,0,0
1,-2.3,C1134719,M1,1,0,DisGeNET,35,Invasive Ductal Breast Carcinoma,,-2.3,8.5,4.5,28133,414,24,3,12,6.8,3491|3576|57007,CCN1|CXCL8|ACKR3,0,0
1,-2.3,C0006287,M1,1,0,DisGeNET,35,Bronchopulmonary Dysplasia,,-2.3,8.3,4.4,28133,423,24,3,12,6.8,3491|4856|57007,CCN1|CCN3|ACKR3,0,0
1,-2.3,C4552766,M1,1,0,DisGeNET,35,Miscarriage,,-2.3,8.3,4.4,28133,426,24,3,12,6.8,3576|4321|51554,CXCL8|MMP12|ACKR4,0,0
1,-2.3,C0343641,M1,1,0,DisGeNET,35,Human papilloma virus infection,,-2.3,8.2,4.4,28133,428,24,3,12,6.8,3576|4321|4360,CXCL8|MMP12|MRC1,0,0
1,-2.2,C1270972,M1,1,0,DisGeNET,35,Mild cognitive disorder,,-2.2,8.2,4.4,28133,430,24,3,12,6.8,3576|4241|5819,CXCL8|MELTF|NECTIN2,0,0
1,-2.2,C0948089,M1,1,0,DisGeNET,35,Acute Coronary Syndrome,,-2.2,8,4.3,28133,440,24,3,12,6.8,3491|3576|64115,CCN1|CXCL8|VSIR,0,0
1,-2.2,C0017168,M1,1,0,DisGeNET,35,Gastroesophageal reflux disease,,-2.2,7.9,4.3,28133,446,24,3,12,6.8,3491|3576|4321,CCN1|CXCL8|MMP12,0,0
1,-2.2,C0010823,M1,1,0,DisGeNET,35,Cytomegalovirus Infections,,-2.2,7.6,4.2,28133,462,24,3,12,6.8,3576|57007|374383,CXCL8|ACKR3|NCR3LG1,0,0
1,-2.2,C4721414,M1,1,0,DisGeNET,35,Mantle cell lymphoma,,-2.2,7.5,4.2,28133,466,24,3,12,6.8,3491|4360|5819,CCN1|MRC1|NECTIN2,0,0
1,-2.1,C0242339,M1,1,0,DisGeNET,35,Dyslipidemias,,-2.1,7.5,4.1,28133,471,24,3,12,6.8,3576|4856|5819,CXCL8|CCN3|NECTIN2,0,0
1,-2.1,C0853879,M1,1,0,DisGeNET,35,Invasive carcinoma of breast,,-2.1,7.4,4.1,28133,473,24,3,12,6.8,3491|3576|4360,CCN1|CXCL8|MRC1,0,0
1,-2.1,C3714514,M1,1,0,DisGeNET,35,Infection,,-2.1,7.2,4,28133,491,24,3,12,6.8,3491|3576|5818,CCN1|CXCL8|NECTIN1,0,0
1,-2.1,C0011603,M1,1,0,DisGeNET,35,Dermatitis,,-2.1,7.1,4,28133,496,24,3,12,6.8,3491|3576|4360,CCN1|CXCL8|MRC1,0,0
1,-2.1,C0004943,M1,1,0,DisGeNET,35,Behcet Syndrome,,-2.1,7,4,28133,502,24,3,12,6.8,3576|4321|4360,CXCL8|MMP12|MRC1,0,0
1,-2,C0007114,M1,1,0,DisGeNET,35,Malignant neoplasm of skin,,-2,6.9,3.9,28133,508,24,3,12,6.8,4321|4360|57007,MMP12|MRC1|ACKR3,0,0
1,-2,C0279550,M1,1,0,DisGeNET,35,Adult Rhabdomyosarcoma,,-2,6.9,3.9,28133,509,24,3,12,6.8,3576|4856|57007,CXCL8|CCN3|ACKR3,0,0
1,-2,C0220611,M1,1,0,DisGeNET,35,Childhood Rhabdomyosarcoma,,-2,6.8,3.9,28133,517,24,3,12,6.8,3576|4856|57007,CXCL8|CCN3|ACKR3,0,0
1,-2,C0553580,M1,1,0,DisGeNET,35,Ewings sarcoma,,-2,6.8,3.9,28133,517,24,3,12,6.8,4856|5819|57007,CCN3|NECTIN2|ACKR3,0,0
